"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","-0.72","WAS","SF","16","2022-12-24","2","2:00","3","1","(2:00) (Shotgun) PENALTY on WAS-53-T.Turner, False Start, 4 yards, enforced at SF 22 - No Play.","22.00","Box Score"
"","-0.72","CAR","SEA","14","2022-12-11","4","3:12","1","10","(3:12) 75-C.Erving reported in as eligible.  PENALTY on CAR-75-C.Erving, False Start, 5 yards, enforced at SEA 21 - No Play.","21.00","Box Score"
"","-0.72","ATL","LA","2","2022-09-18","1","8:07","3","6","(8:07) (Shotgun) PENALTY on ATL-63-C.Lindstrom, False Start, 5 yards, enforced at LA 14 - No Play.","14.00","Box Score"
"","-0.72","ATL","LA","2","2022-09-18","3","6:23","1","10","(6:23) (Shotgun) 84-C.Patterson up the middle to LA 15 for 5 yards (45-B.Wagner; 22-D.Long). PENALTY on ATL-46-P.Hesse, Illegal Shift, 5 yards, enforced at LA 20 - No Play.","20.00","Box Score"
"","-0.72","NYG","GB","5","2022-10-09","4","7:09","2","5","(7:09) (Shotgun) Direct snap to 26-S.Barkley.  26-S.Barkley up the middle to GB 1 for 4 yards (97-K.Clark). PENALTY on NYG-78-A.Thomas, Illegal Formation, 5 yards, enforced at GB 5 - No Play.","5.00","Box Score"
"","-0.72","TEN","NYG","1","2022-09-11","3","4:26","1","10","(4:26) (Shotgun) PENALTY on TEN, Delay of Game, 5 yards, enforced at NYG 18 - No Play.","18.00","Box Score"
"","-0.72","KC","DEN","14","2022-12-11","1","12:44","1","10","(12:44) (Shotgun) PENALTY on KC-57-O.Brown, False Start, 5 yards, enforced at DEN 23 - No Play.","23.00","Box Score"
"","-0.72","DAL","WAS","4","2022-10-02","3","6:58","1","10","(6:58) (Shotgun) PENALTY on DAL-86-D.Schultz, False Start, 5 yards, enforced at WAS 17 - No Play.","17.00","Box Score"
"","-0.73","DAL","DET","7","2022-10-23","2","15:00","2","3","(15:00) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at DET 16 - No Play.","16.00","Box Score"
"","-0.73","MIN","NO","4","2022-10-02","3","11:08","1","3","(11:08) (Shotgun) PENALTY on MIN, Delay of Game, 5 yards, enforced at NO 3 - No Play.","3.00","Box Score"
"","-0.74","KC","ARI","1","2022-09-11","3","5:14","2","3","(5:14) (Shotgun) 15-P.Mahomes pass short left to 88-J.Fortson to ARI 3 for 4 yards (25-Z.Collins; 93-J.Ledbetter). PENALTY on KC-52-C.Humphrey, Ineligible Downfield Pass, 5 yards, enforced at ARI 7 - No Play.","7.00","Box Score"
"","-0.74","LAC","MIA","14","2022-12-11","3","4:26","3","3","(4:26) (Shotgun) PENALTY on LAC-63-C.Linsley, False Start, 5 yards, enforced at MIA 8 - No Play.","8.00","Box Score"
"","-0.74","DAL","NYG","3","2022-09-26","1","2:39","3","3","(2:39) (Shotgun) PENALTY on DAL-89-P.Hendershot, False Start, 5 yards, enforced at NYG 3 - No Play.","3.00","Box Score"
"","-0.74","IND","PHI","11","2022-11-20","3","14:14","2","9","(14:14) (Shotgun) PENALTY on IND-75-W.Fries, False Start, 5 yards, enforced at PHI 21 - No Play.","21.00","Box Score"
"","-0.75","IND","DEN","5","2022-10-06","4","0:13","3","1","(:13) (Shotgun) PENALTY on IND, Delay of Game, 5 yards, enforced at DEN 8 - No Play.","8.00","Box Score"
"","-0.75","TB","PIT","6","2022-10-16","4","5:59","1","10","(5:59) (No Huddle, Shotgun) PENALTY on TB-88-C.Otton, False Start, 5 yards, enforced at PIT 22 - No Play.","22.00","Box Score"
"","-0.75","ARI","NO","7","2022-10-20","4","7:56","3","3","(7:56) PENALTY on ARI, Offensive Too Many Men on Field, 5 yards, enforced at NO 15 - No Play.","15.00","Box Score"
"","-0.76","SEA","LA","18","2023-01-08","1","9:07","1","10","(9:07) (Shotgun) PENALTY on SEA-7-G.Smith, False Start, 5 yards, enforced at LA 14 - No Play.","14.00","Box Score"
"","-0.76","PHI","DET","1","2022-09-11","2","7:52","2","6","(7:52) (Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at DET 6 - No Play.","6.00","Box Score"
"","-0.77","SEA","ATL","3","2022-09-25","3","4:49","1","10","(4:49) (No Huddle) PENALTY on SEA-84-C.Parkinson, False Start, 5 yards, enforced at ATL 15 - No Play.","15.00","Box Score"
"","-0.77","WAS","PHI","10","2022-11-14","2","10:17","4","1","(10:17) (Shotgun) PENALTY on WAS, Delay of Game, 5 yards, enforced at PHI 21 - No Play.","21.00","Box Score"
"","-0.77","TEN","HOU","8","2022-10-30","3","8:11","2","6","(8:11) (Shotgun) PENALTY on TEN-22-D.Henry, False Start, 5 yards, enforced at HOU 6 - No Play.","6.00","Box Score"
"","-0.77","NYG","CHI","4","2022-10-02","2","7:14","3","4","(7:14) 8-D.Jones pass deep left to 13-D.Sills pushed ob at CHI 5 for 17 yards (6-K.Gordon). PENALTY on NYG, Illegal Formation, 5 yards, enforced at CHI 22 - No Play.","22.00","Box Score"
"","-0.77","CIN","TB","15","2022-12-18","3","7:27","2","6","(7:27) (Shotgun) PENALTY on CIN-73-J.Williams, False Start, 5 yards, enforced at TB 15 - No Play.","15.00","Box Score"
"","-0.78","NE","NYJ","11","2022-11-20","1","1:43","1","10","(1:43) (Shotgun) 38-R.Stevenson right tackle to NYJ 10 for 5 yards (95-Q.Williams). PENALTY on NE, Illegal Formation, 5 yards, enforced at NYJ 15 - No Play.","15.00","Box Score"
"","-0.78","TB","PIT","6","2022-10-16","3","8:24","1","4","(8:24) 12-T.Brady pass incomplete short right. Pressure by 50-Reed. PENALTY on TB-78-T.Wirfs, Ineligible Downfield Pass, 5 yards, enforced at PIT 4 - No Play.","4.00","Box Score"
"","-0.79","KC","BUF","6","2022-10-16","1","5:48","2","2","(5:48) (Shotgun) 15-P.Mahomes pass short middle to 11-M.Valdes-Scantling to BUF 1 for 14 yards (3-D.Hamlin). PENALTY on KC-52-C.Humphrey, Ineligible Downfield Pass, 5 yards, enforced at BUF 15 - No Play.","15.00","Box Score"
"","-0.79","SEA","LA","18","2023-01-08","1","1:15","3","9","(1:15) (Shotgun) PENALTY on SEA-67-C.Cross, False Start, 5 yards, enforced at LA 21 - No Play.","21.00","Box Score"
"","-0.80","HOU","NYG","10","2022-11-13","4","10:28","2","10","(10:28) (Shotgun) 10-D.Mills pass short right to 88-J.Akins pushed ob at NYG 10 for 4 yards (24-D.Belton; 53-O.Ximines). PENALTY on HOU-13-B.Cooks, Illegal Shift, 5 yards, enforced at NYG 14 - No Play.","14.00","Box Score"
"","-0.80","CLE","BUF","11","2022-11-20","3","2:31","2","10","(2:31) (Shotgun) PENALTY on CLE, Delay of Game, 5 yards, enforced at BUF 16 - No Play.","16.00","Box Score"
"","-0.80","NYJ","BUF","9","2022-11-06","3","8:07","1","10","(8:07) (Shotgun) PENALTY on NYJ-11-D.Mims, False Start, 5 yards, enforced at BUF 22 - No Play.","22.00","Box Score"
"","-0.81","PIT","BAL","17","2023-01-01","1","8:24","1","2","(8:24) PENALTY on PIT-88-P.Freiermuth, False Start, 5 yards, enforced at BAL 2 - No Play.","2.00","Box Score"
"","-0.81","KC","LA","12","2022-11-27","2","10:14","1","4","(10:14) 15-P.Mahomes pass short right to 83-N.Gray for 4 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on KC-65-T.Smith, Ineligible Downfield Pass, 5 yards, enforced at LA 4 - No Play.","4.00","Box Score"
"","-0.81","CAR","NYG","2","2022-09-18","4","11:03","2","4","(11:03) 6-B.Mayfield pass incomplete short right to 80-I.Thomas. PENALTY on CAR-72-T.Moton, Ineligible Downfield Pass, 5 yards, enforced at NYG 15 - No Play.","15.00","Box Score"
"","-0.81","ATL","NO","1","2022-09-11","4","12:55","2","4","(12:55) (Shotgun) PENALTY on ATL-46-P.Hesse, False Start, 5 yards, enforced at NO 4 - No Play.","4.00","Box Score"
"","-0.81","MIN","NE","12","2022-11-24","3","0:46","2","10","(:46) (Shotgun) PENALTY on MIN-87-T.Hockenson, False Start, 5 yards, enforced at NE 16 - No Play.","16.00","Box Score"
"","-0.81","TB","SF","14","2022-12-11","3","3:48","2","10","(3:48) (Shotgun) PENALTY on TB-76-D.Smith, False Start, 5 yards, enforced at SF 24 - No Play.","24.00","Box Score"
"","-0.81","DEN","SEA","1","2022-09-12","3","9:31","2","6","(9:31) PENALTY on DEN, Delay of Game, 5 yards, enforced at SEA 6 - No Play.","6.00","Box Score"
"","-0.81","TB","ATL","18","2023-01-08","2","2:21","2","5","(2:21) (Shotgun) 25-G.Bernard left guard to ATL 5 for no gain (26-I.Oliver). PENALTY on TB-16-B.Perriman, Illegal Shift, 5 yards, enforced at ATL 5 - No Play.","5.00","Box Score"
"","-0.81","DET","PHI","1","2022-09-11","1","12:19","2","10","(12:19) (Shotgun) PENALTY on DET-71-L.Stenberg, False Start, 5 yards, enforced at PHI 15 - No Play.","15.00","Box Score"
"","-0.82","PIT","NYJ","4","2022-10-02","3","0:35","1","10","(:35) (No Huddle, Shotgun) 8-K.Pickett pass incomplete short left to 14-G.Pickens. PENALTY on PIT-69-K.Dotson, Ineligible Downfield Pass, 5 yards, enforced at NYJ 22 - No Play.","22.00","Box Score"
"","-0.82","TB","CAR","7","2022-10-23","4","8:00","3","2","(8:00) (No Huddle, Shotgun) PENALTY on TB-76-D.Smith, False Start, 5 yards, enforced at CAR 23 - No Play.","23.00","Box Score"
"","-0.82","MIN","NYJ","13","2022-12-04","2","5:31","1","10","(5:31) PENALTY on MIN-64-B.Brandel, False Start, 5 yards, enforced at NYJ 24 - No Play.","24.00","Box Score"
"","-0.82","GB","MIA","16","2022-12-25","4","13:55","2","10","(13:55) (Shotgun) PENALTY on GB-70-R.Newman, False Start, 5 yards, enforced at MIA 14 - No Play.","14.00","Box Score"
"","-0.82","NYJ","CLE","2","2022-09-18","2","5:06","1","10","(5:06) (Shotgun) PENALTY on NYJ-61-M.Mitchell, False Start, 5 yards, enforced at CLE 14 - No Play.","14.00","Box Score"
"","-0.83","PIT","ATL","13","2022-12-04","3","6:45","1","10","(6:45) PENALTY on PIT-18-D.Johnson, False Start, 5 yards, enforced at ATL 14 - No Play.","14.00","Box Score"
"","-0.83","CAR","ATL","10","2022-11-10","4","10:59","1","10","(10:59) (Shotgun) PENALTY on CAR-79-I.Ekwonu, False Start, 5 yards, enforced at ATL 24 - No Play.","24.00","Box Score"
"","-0.83","MIN","GB","17","2023-01-01","1","2:24","3","6","(2:24) PENALTY on MIN, Delay of Game, 5 yards, enforced at GB 24 - No Play.","24.00","Box Score"
"","-0.84","MIA","CIN","4","2022-09-29","2","1:05","2","4","(1:05) PENALTY on MIA, Delay of Game, 5 yards, enforced at CIN 18 - No Play.","18.00","Box Score"
"","-0.85","NYJ","PIT","4","2022-10-02","4","8:27","1","1","(8:27) PENALTY on NYJ-32-Mi.Carter, False Start, 5 yards, enforced at PIT 1 - No Play.","1.00","Box Score"
"","-0.85","ATL","SEA","3","2022-09-25","3","10:55","3","6","(10:55) (Shotgun) PENALTY on ATL-66-C.Gossett, False Start, 5 yards, enforced at SEA 24 - No Play.","24.00","Box Score"
"","-0.86","MIA","MIN","6","2022-10-16","4","2:05","1","6","(2:05) (Shotgun) 5-T.Bridgewater pass incomplete short right. PENALTY on MIA-71-B.Shell, Ineligible Downfield Pass, 5 yards, enforced at MIN 6 - No Play.","6.00","Box Score"
"","-0.86","BAL","CAR","11","2022-11-20","4","9:19","3","8","(9:19) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at CAR 23 - No Play.","23.00","Box Score"
"","-0.86","MIA","MIN","6","2022-10-16","1","3:45","1","10","(3:45) PENALTY on MIA-68-R.Hunt, False Start, 5 yards, enforced at MIN 24 - No Play.","24.00","Box Score"
"","-0.87","SF","ARI","18","2023-01-08","2","1:34","3","1","(1:34) PENALTY on SF-64-J.Brendel, False Start, 5 yards, enforced at ARI 20 - No Play.","20.00","Box Score"
"","-0.87","NE","CLE","6","2022-10-16","1","9:16","3","2","(9:16) 61-M.Cannon reported in as eligible.  PENALTY on NE-76-I.Wynn, False Start, 5 yards, enforced at CLE 6 - No Play.","6.00","Box Score"
"","-0.87","CHI","NYG","4","2022-10-02","2","2:00","3","10","(2:00) (Shotgun) PENALTY on CHI-70-B.Jones, False Start, 5 yards, enforced at NYG 23 - No Play.","23.00","Box Score"
"","-0.88","NYG","HOU","10","2022-11-13","1","8:49","1","6","(8:49) (No Huddle) 26-S.Barkley right tackle to HOU 2 for 4 yards (49-J.Hansen; 36-J.Owens). PENALTY on NYG, Illegal Formation, 5 yards, enforced at HOU 6 - No Play.","6.00","Box Score"
"","-0.88","CIN","PIT","1","2022-09-11","2","0:27","2","3","(:27) (Shotgun) PENALTY on CIN-67-C.Volson, False Start, 5 yards, enforced at PIT 3 - No Play.","3.00","Box Score"
"","-0.90","NO","TB","13","2022-12-05","3","3:49","3","2","(3:49) PENALTY on NO, Offensive Too Many Men on Field, 5 yards, enforced at TB 3 - No Play.","3.00","Box Score"
"","-0.90","BUF","MIA","3","2022-09-25","3","4:24","1","6","(4:24) (Shotgun) PENALTY on BUF-75-G.Van Roten, False Start, 5 yards, enforced at MIA 6 - No Play.","6.00","Box Score"
"","-0.91","DET","NYJ","15","2022-12-18","2","8:51","1","10","(8:51) 30-Ja.Williams right tackle for 11 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DET-63-E.Brown, Offensive Holding, 10 yards, enforced at NYJ 8.","11.00","Box Score"
"","-0.91","NYJ","PIT","4","2022-10-02","4","8:24","1","6","(8:24) (Shotgun) 2-Z.Wilson pass incomplete short right to 83-T.Conklin (39-M.Fitzpatrick). PENALTY on NYJ-69-C.McDermott, Ineligible Downfield Pass, 5 yards, enforced at PIT 6 - No Play.","6.00","Box Score"
"","-0.92","ARI","CAR","4","2022-10-02","4","15:00","1","10","(15:00) 6-J.Conner right guard to CAR 7 for 3 yards (49-F.Luvu). PENALTY on CAR-49-F.Luvu, Unnecessary Roughness, 4 yards, enforced at CAR 7. PENALTY on ARI-76-W.Hernandez, Disqualification, 15 yards, enforced between downs.","10.00","Box Score"
"","-0.93","WAS","PHI","3","2022-09-25","3","1:00","3","7","(1:00) (Shotgun) PENALTY on WAS-72-C.Leno, False Start, 5 yards, enforced at PHI 24 - No Play.","24.00","Box Score"
"","-0.93","TEN","WAS","5","2022-10-09","3","2:36","3","2","(2:36) PENALTY on TEN, Delay of Game, 5 yards, enforced at WAS 4 - No Play.","4.00","Box Score"
"","-0.93","JAX","KC","10","2022-11-13","3","6:38","2","4","(6:38) (Shotgun) 16-T.Lawrence pass short left to 17-E.Engram for 4 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on JAX-74-C.Robinson, Ineligible Downfield Pass, 5 yards, enforced at KC 4 - No Play.","4.00","Box Score"
"","-0.93","ARI","CAR","4","2022-10-02","3","9:10","1","6","(9:10) (Shotgun) PENALTY on ARI-85-T.McBride, False Start, 5 yards, enforced at CAR 6 - No Play.","6.00","Box Score"
"","-0.93","LAC","CLE","5","2022-10-09","3","6:58","2","4","(6:58) (Shotgun) PENALTY on LAC-89-D.Parham, False Start, 5 yards, enforced at CLE 4 - No Play.","4.00","Box Score"
"","-0.93","CIN","KC","13","2022-12-04","4","15:00","3","1","(15:00) (Shotgun) 9-J.Burrow pass incomplete deep left to 85-T.Higgins (21-T.McDuffie). PENALTY on CIN-73-J.Williams, Ineligible Downfield Pass, 5 yards, enforced at KC 18 - No Play.","18.00","Box Score"
"","-0.93","TB","ARI","16","2022-12-25","2","9:36","3","9","(9:36) (Shotgun) 12-T.Brady pass short left to 88-C.Otton to ARI 5 for 10 yards (9-I.Simmons). PENALTY on TB-78-T.Wirfs, Offensive Holding, 10 yards, enforced at ARI 15 - No Play.","15.00","Box Score"
"","-0.94","DEN","KC","14","2022-12-11","4","11:41","2","2","(11:41) PENALTY on DEN-87-E.Tomlinson, False Start, 5 yards, enforced at KC 2 - No Play.","2.00","Box Score"
"","-0.94","DET","NYJ","15","2022-12-18","2","8:08","2","10","(8:08) (Shotgun) 32-D.Swift right end ran ob at NYJ 2 for 9 yards (9-K.Alexander). NYJ-91-J.Franklin-Myers was injured during the play.  PENALTY on DET-63-E.Brown, Offensive Holding, 10 yards, enforced at NYJ 8.","11.00","Box Score"
"","-0.94","DEN","SEA","1","2022-09-12","4","6:28","2","3","(6:28) (Shotgun) PENALTY on DEN-14-C.Sutton, False Start, 5 yards, enforced at SEA 3 - No Play.","3.00","Box Score"
"","-0.94","LV","SEA","12","2022-11-27","2","0:14","2","7","(:14) (Field Goal formation) PENALTY on LV, Delay of Game, 5 yards, enforced at SEA 13 - No Play.","13.00","Box Score"
"","-0.95","PHI","NYG","18","2023-01-08","3","12:19","3","2","(12:19) (Shotgun) 1-J.Hurts pass short right to 6-D.Smith for 2 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-69-L.Dickerson, Ineligible Downfield Pass, 5 yards, enforced at NYG 2 - No Play.","2.00","Box Score"
"","-0.95","LAC","SF","10","2022-11-13","2","8:02","2","2","(8:02) PENALTY on LAC-73-F.Sarell, False Start, 5 yards, enforced at SF 2 - No Play.","2.00","Box Score"
"","-0.96","BAL","BUF","4","2022-10-02","2","14:08","3","6","(14:08) (Shotgun) 8-L.Jackson pass short middle to 89-M.Andrews to BUF 1 for 11 yards (3-D.Hamlin). PENALTY on BAL-89-M.Andrews, Offensive Pass Interference, 10 yards, enforced at BUF 12 - No Play.","12.00","Box Score"
"","-0.96","ARI","SEA","6","2022-10-16","4","10:55","3","1","(10:55) PENALTY on ARI-85-T.McBride, False Start, 5 yards, enforced at SEA 22 - No Play.","22.00","Box Score"
"","-1.00","DET","GB","18","2023-01-08","4","2:17","2","7","(2:17) (Shotgun) 16-J.Goff pass short left to 14-A.St. Brown to GB 19 for 2 yards (59-D.Campbell). PENALTY on DET-82-J.Mitchell, Offensive Holding, 10 yards, enforced at GB 21 - No Play.","21.00","Box Score"
"","-1.00","PHI","GB","12","2022-11-27","3","7:43","2","1","(7:43) (Shotgun) PENALTY on PHI-69-L.Dickerson, False Start, 5 yards, enforced at GB 1 - No Play.","1.00","Box Score"
"","-1.00","NYJ","DEN","7","2022-10-23","2","0:38","1","10","(:38) (Shotgun) 25-T.Johnson left end to DEN 19 for 4 yards (49-A.Singleton). PENALTY on NYJ-71-D.Brown, Offensive Holding, 10 yards, enforced at DEN 23 - No Play.","23.00","Box Score"
"","-1.03","TB","BAL","8","2022-10-27","4","5:10","3","6","(5:10) (Shotgun) 12-T.Brady pass short left to 88-C.Otton for 6 yards, TOUCHDOWN NULLIFIED by Penalty [92-J.Madubuike]. PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at BAL 6 - No Play.","6.00","Box Score"
"","-1.04","DET","NYG","11","2022-11-20","2","1:27","1","10","(1:27) (No Huddle, Shotgun) 16-J.Goff pass short left to 14-A.St. Brown to NYG 5 for 8 yards (27-J.Pinnock; 25-R.Williams). NYG-27-J.Pinnock was injured during the play.  PENALTY on DET-58-P.Sewell, Illegal Block Above the Waist, 10 yards, enforced at NYG 13 - No Play.","13.00","Box Score"
"","-1.05","BUF","MIN","10","2022-11-13","3","2:12","4","2","(2:12) (Field Goal formation) PENALTY on BUF-69-R.Ferguson, False Start, 5 yards, enforced at MIN 22 - No Play.","22.00","Box Score"
"","-1.06","CIN","KC","13","2022-12-04","4","10:52","1","10","(10:52) (Shotgun) 34-S.Perine left guard to KC 11 for 8 yards (21-T.McDuffie; 38-L.Sneed). PENALTY on CIN-64-T.Karras, Offensive Holding, 10 yards, enforced at KC 17.","19.00","Box Score"
"","-1.06","PHI","TEN","13","2022-12-04","3","0:02","3","1","(:02) (No Huddle) PENALTY on PHI-1-J.Hurts, False Start, 5 yards, enforced at TEN 15 - No Play.","15.00","Box Score"
"","-1.06","JAX","HOU","5","2022-10-09","2","0:23","3","5","(:23) (Shotgun) 16-T.Lawrence pass short right to 1-T.Etienne pushed ob at HOU 4 for 12 yards (51-K.Grugier-Hill). PENALTY on JAX-75-J.Taylor, Offensive Holding, 10 yards, enforced at HOU 16 - No Play.","16.00","Box Score"
"","-1.08","PIT","MIA","7","2022-10-23","4","3:17","3","1","(3:17) 8-K.Pickett up the middle to MIA 14 for 1 yard (98-R.Davis). PENALTY on PIT, Illegal Shift, 5 yards, enforced at MIA 15 - No Play.","15.00","Box Score"
"","-1.08","GB","PHI","12","2022-11-27","2","8:38","1","10","(8:38) 33-A.Jones left end for 13 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on GB-74-E.Jenkins, Offensive Holding, 10 yards, enforced at PHI 10.","13.00","Box Score"
"","-1.08","TB","ATL","5","2022-10-09","2","11:02","1","10","(11:02) 7-L.Fournette left end to ATL 14 for -2 yards (54-R.Evans). PENALTY on TB-41-K.Kieft, Offensive Holding, 10 yards, enforced at ATL 12 - No Play.","12.00","Box Score"
"","-1.08","BUF","CHI","16","2022-12-24","2","14:25","1","10","(14:25) (Shotgun) 17-J.Allen scrambles left end ran ob at CHI 17 for 2 yards (45-J.Thomas). PENALTY on BUF-76-R.Saffold, Offensive Holding, 10 yards, enforced at CHI 19 - No Play.","19.00","Box Score"
"","-1.09","SEA","LV","12","2022-11-27","2","13:59","4","1","(13:59) (No Huddle, Shotgun) 7-G.Smith pass short middle to 16-T.Lockett to LV 4 for 7 yards (50-J.Brown). PENALTY on SEA-60-P.Haynes, Ineligible Downfield Pass, 5 yards, enforced at LV 11 - No Play.","11.00","Box Score"
"","-1.09","DEN","HOU","2","2022-09-18","2","0:23","4","1","(:23) (Field Goal formation) PENALTY on DEN, Delay of Game, 5 yards, enforced at HOU 1 - No Play.","1.00","Box Score"
"","-1.09","SEA","DEN","1","2022-09-12","2","9:14","2","8","(9:14) (Shotgun) 7-G.Smith scrambles up the middle to DEN 12 for 7 yards (55-B.Chubb, 22-K.Jackson). PENALTY on SEA-60-P.Haynes, Offensive Holding, 10 yards, enforced at DEN 19 - No Play.","19.00","Box Score"
"","-1.10","PIT","MIA","7","2022-10-23","4","3:14","3","6","(3:14) (Shotgun) 8-K.Pickett scrambles left end to MIA 15 for 5 yards (15-J.Phillips). MIA-15-J.Phillips was injured during the play.  PENALTY on PIT-65-D.Moore, Offensive Holding, 10 yards, enforced at MIA 20 - No Play.","20.00","Box Score"
"","-1.10","MIN","NO","4","2022-10-02","1","8:24","3","5","(8:24) (Shotgun) 8-K.Cousins pass short right to 17-K.Osborn for 5 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on MIN-18-J.Jefferson, Offensive Pass Interference, 10 yards, enforced at NO 5 - No Play.","5.00","Box Score"
"","-1.11","MIA","HOU","12","2022-11-27","1","11:02","1","10","(11:02) 23-J.Wilson right end pushed ob at HOU 9 for 8 yards (21-S.Nelson). PENALTY on MIA-68-R.Hunt, Offensive Holding, 10 yards, enforced at HOU 17 - No Play.","17.00","Box Score"
"","-1.11","PHI","JAX","4","2022-10-02","2","11:35","1","10","(11:35) (No Huddle, Shotgun) 1-J.Hurts pass short left to 11-A.Brown for 10 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-88-D.Goedert, Offensive Pass Interference, 10 yards, enforced at JAX 10 - No Play.","10.00","Box Score"
"","-1.12","TEN","NYG","1","2022-09-11","3","3:22","1","10","(3:22) 22-D.Henry up the middle to NYG 4 for 9 yards (20-J.Love; 59-A.Calitro). PENALTY on TEN-55-A.Brewer, Offensive Holding, 10 yards, enforced at NYG 13 - No Play.","13.00","Box Score"
"","-1.12","CLE","TB","12","2022-11-27","2","6:21","1","10","(6:21) (No Huddle) 27-K.Hunt right end to TB 11 for 3 yards (92-W.Gholston). PENALTY on CLE-11-D.Peoples-Jones, Offensive Holding, 10 yards, enforced at TB 14 - No Play.","14.00","Box Score"
"","-1.13","LAC","ARI","12","2022-11-27","4","1:07","2","2","(1:07) (No Huddle, Shotgun) 10-J.Herbert pass short left to 30-A.Ekeler to ARI 7 for 13 yards (34-J.Thompson). PENALTY on LAC-77-Z.Johnson, Offensive Holding, 10 yards, enforced at ARI 20 - No Play.","20.00","Box Score"
"","-1.13","DET","NE","5","2022-10-09","4","15:00","1","10","(15:00) (Shotgun) 16-J.Goff pass short right to 85-T.Kennedy for 13 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DET-42-J.Jackson, Offensive Pass Interference, 10 yards, enforced at NE 13 - No Play.","13.00","Box Score"
"","-1.13","MIA","GB","16","2022-12-25","2","9:17","1","10","(9:17) (Shotgun) 31-R.Mostert left end to GB 17 for 3 yards (7-Q.Walker, 47-J.Hollins). PENALTY on MIA-68-R.Hunt, Offensive Holding, 10 yards, enforced at GB 20 - No Play.","20.00","Box Score"
"","-1.13","NE","DET","5","2022-10-09","2","0:36","1","10","(:36) (Shotgun) 4-B.Zappe pass short right to 38-R.Stevenson to DET 28 for -4 yards (23-M.Hughes; 41-A.Parker). PENALTY on NE-76-I.Wynn, Offensive Holding, 10 yards, enforced at DET 24 - No Play.","24.00","Box Score"
"","-1.13","CIN","NE","16","2022-12-24","1","2:04","1","10","(2:04) (Shotgun) 9-J.Burrow pass incomplete short middle [93-L.Guy]. CIN-71-L.Collins was injured during the play.  PENALTY on CIN-67-C.Volson, Illegal Use of Hands, 10 yards, enforced at NE 13 - No Play.","13.00","Box Score"
"","-1.14","ARI","SEA","9","2022-11-06","4","3:35","2","1","(3:35) (No Huddle, Shotgun) PENALTY on ARI-81-R.Anderson, False Start, 5 yards, enforced at SEA 1 - No Play.","1.00","Box Score"
"","-1.14","KC","TEN","9","2022-11-06","1","8:02","2","8","(8:02) 17-M.Hardman left end to TEN 5 for 3 yards (47-A.Adams). PENALTY on KC-83-N.Gray, Offensive Holding, 10 yards, enforced at TEN 8 - No Play.","8.00","Box Score"
"","-1.14","CHI","GB","13","2022-12-04","3","4:32","1","9","(4:32) (Shotgun) 79-M.Schofield reported in as eligible. Direct snap to 21-D.Evans.  32-D.Montgomery left guard to GB 9 for no gain (91-P.Smith). PENALTY on CHI-76-T.Jenkins, Offensive Holding, 10 yards, enforced at GB 9 - No Play.","9.00","Box Score"
"","-1.14","PHI","ARI","5","2022-10-09","3","11:59","1","10","(11:59) (No Huddle, Shotgun) 26-M.Sanders left tackle to ARI 4 for 11 yards (3-B.Baker, 9-I.Simmons). PENALTY on PHI-78-I.Opeta, Offensive Holding, 10 yards, enforced at ARI 15 - No Play.","15.00","Box Score"
"","-1.15","LV","ARI","2","2022-09-18","2","13:33","1","10","(13:33) (Shotgun) 35-Z.White left tackle to ARI 15 for 4 yards (3-B.Baker; 59-N.Vigil). PENALTY on LV-66-D.Parham, Offensive Holding, 10 yards, enforced at ARI 19 - No Play.","19.00","Box Score"
"","-1.15","SF","MIA","13","2022-12-04","4","2:55","3","21","(2:55) 19-D.Samuel left end to MIA 10 for 12 yards (92-Z.Sieler). PENALTY on SF-85-G.Kittle, Offensive Holding, 10 yards, enforced at MIA 22 - No Play.","22.00","Box Score"
"","-1.15","GB","CHI","2","2022-09-18","2","7:39","1","10","(7:39) 28-A.Dillon left guard to CHI 15 for 9 yards (22-K.Vildor). PENALTY on GB-70-R.Newman, Offensive Holding, 10 yards, enforced at CHI 24 - No Play.","24.00","Box Score"
"","-1.15","TEN","PHI","13","2022-12-04","2","4:40","3","1","(4:40) (No Huddle) PENALTY on TEN-71-D.Daley, False Start, 5 yards, enforced at PHI 8 - No Play.","8.00","Box Score"
"","-1.16","JAX","TEN","14","2022-12-11","2","10:01","2","6","(10:01) 1-T.Etienne right end to TEN 9 for 1 yard (21-R.McCreary). PENALTY on JAX-17-E.Engram, Offensive Holding, 10 yards, enforced at TEN 10 - No Play.","10.00","Box Score"
